View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
520,"Ken Boudreau, Inc.",Coriander Designs,CARLY  Boudreau,president,20485 144th Ave NE,Woodinville,WA,98072-8418,"Manufacture, office furniture, desks, conference tables, occasional tables, Lounge chairs, side chair, technology tables, Healthcare-seating, tables, room furniture Educational-dormitory furnishings, seating, library furniture."
521,"Roadrunner Concrete Cutting, LLC",,Alanna N Speidel,,5081 SE Bobcat Ln,Port Orchard,WA,98367-9653,
522,Appraisal Group Of The Northwest LLP,,Peggy E Price,,1409 140TH PL NE STE 105,BELLEVUE,WA,98007-3963,"We appraise real estate: Residential, commercial, industrial, land, right of way, etc."
523,Kingston Collision Inc.,,Bradley Karry,,6117 NE Minder Rd,Poulsbo,WA,98370-8852,Capable of all levels of automotive structural repair.
524,"CLIPEUM, LLC",U.S. Federal Security Agency,Austin Gregory,,22611 14TH PL W,BOTHELL,WA,98021-9438,"The U.S. Federal Security Agency operates under authority granted by 18 U.S.C., Washington Federal Code Title 2-210, Title 9A, Crimes Against The Public Administration; 18 U.S.C. §2332f Federal Jurisdiction over Critical Infrastructure (e)(3)(5)(6)(10) Security Forces Acting As Police on Federally Controlled Properties and WA RCW 18.170.  We provide high visibility, armed patrol services, with arrest capabilities for all Title 18 Properties deemed Critical by PPD-21"
525,CHAMPION ARMS ,,Rosa  Yoxtheimer,,18801 E VALLEY HWY,KENT,WA,98032-1219,"Champion Arms is an indoor 10 lane, 25 yard shooting range with classrooms and a training facility. We have been in business for over ten years."
526,Lice Girls LLC,,nathan hagman,,9576 Ridgetop Blvd Nw Ste L103,Silverdale,WA,98383-8554,"Provider of non toxic lice treatment products and services. We provide training to school nurses, daycare providers and tribal family services as well as education to parents and healthcare providers regarding lice prevention and treatment. We offer Safe and effective over the counter Lice treatment products as well as in clinic treatment with an FDA cleared Medical device."
527,Bretz Inc.,JBS Enterprises,Joe Bretz,,1-D Highway 7,Tonasket,WA,98855-9751,"Licensed Septic installation, Home site prep, road building/ maintanence, Forestery advisor, Metal Fabrication,"
528,"R.H. Welch, Inc.",,Michael J.  Moore,,20817 S CLODFELTER RD,KENNEWICK,WA,99338-7506,Asbestos training (any) Lead training (any) Consultant for any asbestos or lead project
529,Kitsap Composites Inc,,Joy Mazelli,Contract Resources,1525 Vivian Ct,Port Orchard,WA,98367-6400,"SPECIALIZE IN RESEARCH & DEVELOPMENT, MANUFACTURE & REPAIR, AND TESTING OF RADOMES, REFLECTORS, POLARIZERS & MICROWAVE COMPOSITE STRUCTURES PRIMARILY IN THE AEROSAPCE INDUSTRY. WE ALSO MANUFACTURE COMPOSITE DUCTING AND FAIRINGS."
530,Custom Prosthetic Ltd,,Sharon Haggerty,,705 OPERA ALLEY STE K,TACOMA,WA,98402-3732,"Providing state of the art custom prosthetic restorations of the face and body. We specialize in auricular (ear), nasal, orbital, digital (finger), custom protective athletic face masks,breast and nipple, partial hand and toe/partial foot prostheses.  All phases of treatment are provided including consultation, treatment planning, fabrication and fitting, for adults and children with simple or complex facial and body conditions or tissue loss due to cancer, burns, trauma and congenital anomalies. 16+ years of experience with facial bone-anchored implant-retained prostheses."
531,"GREENE ECONOMICS, LLC",,Jeri Sawyer,,15807 NE 199th St,Battle Ground,WA,98604-9264,
532,HOT SOX LLC,,LYNDA EDMUNDSON,,1830 S 38TH AVE,West Richland,WA,99353-9010,Develop and manufacture super absorbent products for use in Government and private industries with the desire to mitigate and or control free-standing liquids in both waste and non-waste applications.
533,"PPC SYSTEMS, INC.",,William Mol Jr,,16739 DIKE RD,MOUNT VERNON,WA,98273-9575,Provide parts and service for all types of marine propulsion control systems.
534,"TRI COAST CONSTRUCTION, LLC",,Andrea Ferguson,,755 VANDERCOOK WAY STE 202B,LONGVIEW,WA,98632-2945,Tri Coast Construction provides a full service compliment of public works services from the aspect of a general contractor.
535,XITIJ Corporation,Arth Systems,VIVEK KULKARNI,,2703 152 Ave NE Suite 6N,Redmond,WA,98052-5515,"Arth Systems offers professional services in building, Growth Plan to realize client's vision. We provide consultative guidance on planning for 'Technical Readiness', 'System Integration' with reduced cost,towards client's revenue growth."
536,"D. E. Hokanson, Inc.",Hokanson,Lesly Johnson,SALES MANAGER,12840 NE 21st Pl,Bellevue,WA,98005-1953,"VASCULAR, DOPPLER, PLETHYSMOGRAPH, NEUROPATHY, BLOOD PRESSURE, CUFF INFLATOR, VASCULAR CUFFS"
537,AXYS SERVICES INCORPORATED,,PS S Reilly,,5400 CARILLON PT,KIRKLAND,WA,98033-7357,"ASI imports and does final assembly/manufacturing on environmental monitoring solutions for research and management of environmental, energy and public safety applications. ASI can also provide turnkey project management for the operation and maintenance of these assets, including both onshore and offshore support. ASI is a trusted provider of AXYS Technologies buoy solutions in the United States."
538,Lumapoint Inc.,,Golnaz Koloushani,,2710 144TH CT SE,Mill Creek,WA,98012-5741,Lumapoint is an Information Technology (IT) and management consulting firm. We offer innovative and reliable IT and program management services to the government.
539,"SAFETY AND RISK ANALYSIS CONSULTING, INC.",SARACON,MARK MANSELL,president,2715 N RD 96,PASCO,WA,99301-1521,"Specialize in Risk Assessment, Safety Analysis, PRA, HAZOP, FMEA, Licensing, Regulatory Affairs, Authorization Basis, and PSAs."
540,"Digital Reprographic Services, Inc.",Digital Reprographics,Jennifer Fuller,,12880 NE 21st Pl,Bellevue,WA,98005-1910,"DRSi is a printer specializing in construction documents, small format business documents and graphic color."
541,WEP LLC,,Terry Gifford,,27420 MINKLER RD,SEDRO WOOLLEY,WA,98284-7942,"Willowbrook Manor English Tea House and Chamomile Farm creates premium loose-leaf tea products and country tea experiences for guests to enjoy. The regal manor, gardens and grounds provide a tranquil backdrop for corporate meetings and retreats, events, concerts, and other social gatherings. Overnight accommodations are available including glamour camping. English Tea is offered to the public 4 times a year. Private parties can be booked throughout the year. Hospitality, quality and care are what guests find most plentiful at Willowbrook."
542,Nu Element Inc,,KAREN  FLECKNER,President & CEO,1201 PACIFIC AVE STE 600,TACOMA,WA,98402-4384,"Nu Element is an alternative energy company that provides expertise in the following areas: Reforming Technologies, Fuel Cell System Integration, Catalyst Development, Desulphurization, Modeling, Software Engineering and AI Applications."
543,"MARLIN MEDIA,INC",Marlin Media,DAVE  MARLIN,,705 North Willow Crest Lane,Spokane Valley,WA,99216-2946,"We do: Media Consulting, Video Production, HD Video Production, Field Production Camera Crew, Post Production, Editing, In the Field Editing, Internet Broadcasting, News, Sports, Small Business Marketing Videos, Reality, Corporate Videos, Documentaries."
544,CARON CIRCLE COACHING &,,CARON  MACLANE,,21743 125TH PL SE,KENT,WA,98031-2380,"I work with a wide range of concerns, restoring and building to increase proficiency including moving up or down, openness, vulnerability, managing up, managing down, emotions, speaking, self-awareness, re-entry, integration, parenting, families"
545,Hill Aerosystems Inc.,,SUSAN VAN EECKE,,911 Battersby Ave E,Enumclaw,WA,98022-9248,
546,Site Response Inc.,,Kylee A Gallardo,,3741 Griffin Ln SE,Olympia,WA,98501-2192,"We are a government contractor providing industry specific training, consulting and supplies to include: Safety Training, Confined Space, Fall Protection, Forklift, Chainsaw, CPR and First Aid, HAZWOPER, Rigger, Safety Consulting, Hazard Assessments, Accident Investigation, Safety Audit, Safety Programs, Accident Prevention, Confined Space Rescue Standby, Safety Supplies, Safety Equipment, Environmental Consulting, Environmental Supplies, Spill Supplies.  We are a one stop shop for all of your safety and environmental needs and would love the opportunity to discuss how we could help you. Please contact us at 360-338-2091 or info@site-response.com"
547,Lightwell LLC,,Stewart Stremel,,717 SW 179th Ct,Normandy Park,WA,98166-3664,Facilitation and Strategic Planning Software Architecture and Development Mentoring Hardware and Sensor Design and Development
548,Q KING TRUCKING & CONSTRUCTION INC,,Quedessa King,Owner,473 PETERS RD,RANDLE,WA,98377-9603,"Clearing, grubbing, tree removal, excavation, hauling"
549,"TOTAL CREATIVE, INC.",TCi Design + Branding,Melissa Clauson,,7001 Seaview Ave NW Ste 120,Seattle,WA,98117-6006,"For over seventeen years TCi has been providing cutting-edge design, branding, and advertising services. Our designers offer over forty years of combined design and illustration experience in print development, web design, motion and environmental graphics, and imprinted merchandise. Our ultimate goal is to help our clients deliver their message in the most impactful way possible, ensuring that their projects will be successful, effective and always delivered on time."
550,"Amber Janitoial, Inc",Aji Jantirorial Services,Sandra Amodt,,22633 141st Ave SE,KENT,WA,98042-3846,"We are a full service commercial janitorial company. Founded in 1987 by Sandra Amodt, company President, AJI has seen steady, substantial, and incremental growth over the years. Today, Amber Janitorial, Inc. employs 20 people and services a varied portfolio of commercial contracts, both large and small. A commitment to excellence, combined with our goal of building long term relationships with our clients, have fueled this growth. Janitorial - Detail dust from ceiling to floor - Wash desktops and counters - Clean walls - Edge vacuum - Deep clean restrooms - Buff and wax vinyl, concrete, and wood floors - Deep clean kitchens - Clean carpets and tile of all types - Wash windows - Clean light covers - Day Porter Services - Building Maintenance - Change light bulbs and tubes - Bio hazard cleanup - Light grounds keeping - Painting - Minor repairs - Recycling - Pressure washing - Event Setup and Tear Down"
551,"Holt Services, Inc ",,BARBARA   Holt,,10621 Todd Rd E,Edgewood,WA,98372-2527,"Well Drilling Pumps Service, Repair, Install Remediation Environmental"
552,"TANAGER TELECOMMUNICATIONS, LLC",TANAGER TELECOM,Cheryl Adams,Manager,50 SE CASCADE AVE,STEVENSON,WA,98648-0000,"Resale provider of telecommunications services in Western United States. Services include dialtone, dedicated data lines, Internet, and long distance. "
553,KENT LABORATORIES INC,,DONALD JORGENSEN,OPERATION MANAGER,777 JORGENSEN PL,BELLINGHAM,WA,98226-9794,"Manufacturer of polyclonal antibodies, radial immunodiffusion plates, fluorescein conjugated antibodies and custom antibodies. In vitro diagnostics for electrophoresis. Lab supplies."
554,"NorthPoint Electrical Contracting, Inc.",,Traci Johnson,,530 W Deschutes Ave,Kennewick,WA,99336-3685,Electrical contractor and general contractor
555,"Simmons, Rita",Novelle,Rita Simmons,,1047 4th St,Steilacoom,WA,98388-5186,"We provide research and scientific consulting, program management, research support for all phases of research execution. We have expertise in writing proposals, performing project management, proposal management to ensure your organization develops a compliant proposal or grant, scientific and technical writing, statistical analysis, and medical writing. We also conduct strategic planning, company assessments, leadership training, and organizational development activities to assist organizations successfully fulfill their mission goals."
556,SAMISH COMMUNICATIONS LLC,,MICHELLE JOHNSON,,111 3RD AVE SW,TUMWATER,WA,98512-6508,RADIO COMMUNICATIONS SERVICES FOR EMERGENCY INCIDENT RESPONSE
